acc_test,acc_test_0,acc_test_1,acc_test_10,acc_test_11,acc_test_12,acc_test_13,acc_test_14,acc_test_15,acc_test_16,acc_test_17,acc_test_18,acc_test_19,acc_test_2,acc_test_3,acc_test_4,acc_test_5,acc_test_6,acc_test_7,acc_test_8,acc_test_9,acc_train,acc_train_0,acc_train_1,acc_train_10,acc_train_11,acc_train_12,acc_train_13,acc_train_14,acc_train_15,acc_train_16,acc_train_17,acc_train_18,acc_train_19,acc_train_2,acc_train_3,acc_train_4,acc_train_5,acc_train_6,acc_train_7,acc_train_8,acc_train_9,acc_vali,acc_vali_0,acc_vali_1,acc_vali_10,acc_vali_11,acc_vali_12,acc_vali_13,acc_vali_14,acc_vali_15,acc_vali_16,acc_vali_17,acc_vali_18,acc_vali_19,acc_vali_2,acc_vali_3,acc_vali_4,acc_vali_5,acc_vali_6,acc_vali_7,acc_vali_8,acc_vali_9,algo_name,batch_size,data_name,embedding_dim,embedding_lr,embeddings_share,get_vali_tasks_loss,hidden_dim,hyper_extractor_layers,init_embedding_same,init_embedding_var,is_classification,loss_func_name,lr,max_epochs,metadata_lr,normalise_task_training,num_epochs,num_tasks,num_train_per_task,record_task_sizes,seed,shuf_metadata,target_arch,use_metadata,vali_epoch_delay,vali_epoch_freq,verbose
0.024068083614110947,0.019483176991343498,0.018251819536089897,0.023702075704932213,0.017614969983696938,0.0932803675532341,0.015130273997783661,0.014536049216985703,0.0174237210303545,0.013773327693343163,0.0175190269947052,0.017306992784142494,0.01592661254107952,0.012502415105700493,0.017021259292960167,0.01862836815416813,0.03337233141064644,0.018168414011597633,0.027837421745061874,0.011214380152523518,0.05866866186261177,0.006096936296671629,0.007713083643466234,0.009958624839782715,0.005271756090223789,0.004786418750882149,0.008686517365276814,0.0046149250119924545,0.006386374123394489,0.010661833919584751,0.005100103560835123,0.007053680252283812,0.006426521576941013,0.009983120486140251,0.003591418731957674,0.0019254926592111588,0.006319182459264994,0.005821648053824902,0.003828246146440506,0.0039893509820103645,0.0056276749819517136,0.004192742984741926,0.01320937741547823,0.003626712132245302,0.034446533769369125,0.001898276386782527,0.017512209713459015,0.008101875893771648,0.018143516033887863,0.04162130132317543,0.00220727501437068,0.0009674718021415174,0.007299888879060745,0.03675717115402222,0.005711093544960022,0.0034300426486879587,0.011119761504232883,0.012914851307868958,0.01557841058820486,0.024209771305322647,0.005206863395869732,0.003914684988558292,0.009519826620817184,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,0.0,1.0,1.0,0.0,mse,0.001,2000.0,0.0,0.0,160.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",1.0,20.0,5.0,1.0
0.02823997102677822,0.01669236272573471,0.02310428023338318,0.027466317638754845,0.019332727417349815,0.08880466967821121,0.03843928873538971,0.020422615110874176,0.029049275442957878,0.03230152651667595,0.017653625458478928,0.016481924802064896,0.02212592400610447,0.018815841525793076,0.014627541415393353,0.0226023830473423,0.03992050886154175,0.023031583055853844,0.01659577153623104,0.013249577954411507,0.06408162415027618,0.011550942435860634,0.010742896236479282,0.015129422768950462,0.015321941114962101,0.010309991426765919,0.016376499086618423,0.015990667045116425,0.017492827028036118,0.018910106271505356,0.007910272106528282,0.00941915437579155,0.009954698383808136,0.010041777044534683,0.012185218743979931,0.005029516294598579,0.007977651432156563,0.010371371172368526,0.006052056327462196,0.008704178035259247,0.009824992157518864,0.013273609802126884,0.02112935110926628,0.0011226865462958813,0.05506044253706932,0.04239879548549652,0.00489809550344944,0.0034949034452438354,0.06387375295162201,0.05872079357504845,0.0027708541601896286,0.003463721601292491,0.0024274515453726053,0.04476248845458031,0.008381213061511517,0.017200389876961708,0.004784064367413521,0.02427590638399124,0.0250565018504858,0.020811885595321655,0.02277054451406002,0.0035746563225984573,0.012737874872982502,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,1.0,1.0,1.0,0.0,mse,0.001,2000.0,0.0,0.0,85.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",1.0,20.0,5.0,1.0
0.03229353204369545,0.021696120500564575,0.03807402402162552,0.031486619263887405,0.024695921689271927,0.09798089414834976,0.040253300219774246,0.02460665814578533,0.017981164157390594,0.02660493366420269,0.02194555103778839,0.0256218109279871,0.031123748049139977,0.01870521903038025,0.011547047644853592,0.02265387400984764,0.04321376234292984,0.028618350625038147,0.015896210446953773,0.01638580486178398,0.08677961677312851,0.01377992331981659,0.014109098352491856,0.017696430906653404,0.01765533536672592,0.010178208351135254,0.016371725127100945,0.01674739085137844,0.015024096705019474,0.020999915897846222,0.010469730943441391,0.015803571790456772,0.01876756362617016,0.012718988582491875,0.012120181694626808,0.010631020180881023,0.010151314549148083,0.011870910413563251,0.009341846220195293,0.012241676449775696,0.010088114067912102,0.012611358426511288,0.026988554745912552,0.006486840546131134,0.0684884637594223,0.03255518525838852,0.01300219539552927,0.01470956765115261,0.06566324830055237,0.07390003651380539,0.009516110643744469,0.004066246096044779,0.00164096022490412,0.06787329167127609,0.017321541905403137,0.01747249811887741,0.0007343301549553871,0.038194917142391205,0.026728738099336624,0.03931064531207085,0.032413069158792496,0.009122495539486408,0.0005706716328859329,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,2.0,1.0,1.0,0.0,mse,0.001,2000.0,0.0,0.0,110.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",1.0,20.0,5.0,1.0
0.06827026605606079,0.05274000018835068,0.08059564232826233,0.05506483465433121,0.04218225181102753,0.182986781001091,0.10516545176506042,0.026599986478686333,0.044862061738967896,0.1173272505402565,0.08998115360736847,0.06114158034324646,0.07683386653661728,0.01829059235751629,0.05622168630361557,0.0727844387292862,0.08701065927743912,0.02325115166604519,0.021855300292372704,0.05118928477168083,0.09932132065296173,0.019279569387435913,0.010061599314212799,0.010716583579778671,0.06449098885059357,0.03021485172212124,0.021235359832644463,0.02156900241971016,0.011633522808551788,0.022575758397579193,0.02942296303808689,0.010887481272220612,0.03689718618988991,0.009430252015590668,0.013653609901666641,0.017046870663762093,0.013181628659367561,0.025158504024147987,0.006291350349783897,0.005999357905238867,0.013013161718845367,0.012111369520425797,0.04341454431414604,0.0034783228766173124,0.0743761956691742,0.10691338777542114,0.0024079992435872555,0.0006796882953494787,0.22946901619434357,0.04212013632059097,0.011097749695181847,0.029836881905794144,0.0024224480148404837,0.14167551696300507,0.03971708565950394,0.012263011187314987,0.055442843586206436,0.01605779305100441,0.04250151664018631,0.02240721508860588,0.0025040239561349154,0.022817427292466164,0.010102636180818081,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,0.0,1.0,1.0,0.0,mse,0.001,2000.0,0.0,0.0,185.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",0.0,20.0,5.0,1.0
0.17606185376644135,0.08415992558002472,0.12979020178318024,0.17213000357151031,0.2384965866804123,0.4386236369609833,0.15132232010364532,0.017781896516680717,0.23390638828277588,0.13161148130893707,0.06403188407421112,0.09613215923309326,0.1713716834783554,0.1406026929616928,0.4989204704761505,0.0752832368016243,0.3646486699581146,0.25410982966423035,0.09164183586835861,0.0982966274023056,0.06837539374828339,0.11033233255147934,0.034800995141267776,0.013581320643424988,0.14383411407470703,0.23437203466892242,0.0739281177520752,0.04350361227989197,0.021323131397366524,0.1886131465435028,0.06694741547107697,0.0285910964012146,0.07004289329051971,0.021988943219184875,0.13790085911750793,0.3834194540977478,0.059671103954315186,0.18243958055973053,0.2541399896144867,0.09611371159553528,0.12989450991153717,0.02154082991182804,0.13667036592960358,0.000500496244058013,0.13934896886348724,0.4400363564491272,0.052736468613147736,0.0336306169629097,0.2364177703857422,0.040002938359975815,0.060209937393665314,0.07580690085887909,0.014730077236890793,0.4305227994918823,0.046886228024959564,0.10570560395717621,0.7050031423568726,0.008250446990132332,0.007765946909785271,0.19149163365364075,0.06404640525579453,0.05868366360664368,0.02163083851337433,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,1.0,1.0,1.0,0.0,mse,0.001,2000.0,0.0,0.0,75.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",0.0,20.0,5.0,1.0
0.17628054320812225,0.09188494086265564,0.1219543069601059,0.15152870118618011,0.2530559301376343,0.47685524821281433,0.129725381731987,0.015657803043723106,0.23182383179664612,0.13889093697071075,0.06205049529671669,0.10037927329540253,0.16949178278446198,0.14723797142505646,0.4988206624984741,0.08232312649488449,0.363888680934906,0.2422390580177307,0.0899381935596466,0.0911099910736084,0.06675434857606888,0.10936608165502548,0.03441726416349411,0.01710100844502449,0.12852853536605835,0.24682869017124176,0.07366214692592621,0.040497057139873505,0.021074961870908737,0.20010481774806976,0.06355017423629761,0.024085042998194695,0.07164673507213593,0.02117030881345272,0.15251962840557098,0.3701302409172058,0.07330067455768585,0.17984691262245178,0.23744480311870575,0.08764909207820892,0.12430737167596817,0.01945621892809868,0.12612879276275635,0.0009528645314276218,0.10801173001527786,0.3909739851951599,0.0732034295797348,0.03402376174926758,0.1834302544593811,0.046051084995269775,0.06625863164663315,0.059161100536584854,0.010848305188119411,0.4134284257888794,0.034442346543073654,0.09882000088691711,0.6590635776519775,0.010645586997270584,0.0024492789525538683,0.19376662373542786,0.07412388920783997,0.049141254276037216,0.01377960480749607,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,2.0,1.0,1.0,0.0,mse,0.001,2000.0,0.0,0.0,75.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",0.0,20.0,5.0,1.0
0.029911311343312263,0.02700348198413849,0.025028645992279053,0.017399322241544724,0.02043086104094982,0.12702077627182007,0.01795545592904091,0.013748523779213428,0.011506691575050354,0.021360652521252632,0.0288420207798481,0.028922121971845627,0.016690382733941078,0.011779769323766232,0.02142258733510971,0.027057111263275146,0.05527143180370331,0.024250555783510208,0.02942858636379242,0.01208522543311119,0.06102209910750389,0.008773825131356716,0.00972400326281786,0.012912390753626823,0.009735658764839172,0.004931967705488205,0.011367401108145714,0.007749274838715792,0.008406082168221474,0.011859347112476826,0.0052609751001000404,0.009978963062167168,0.013006499968469143,0.012587192468345165,0.005146898794919252,0.006234671454876661,0.00687373848631978,0.010874230414628983,0.007171642500907183,0.0077885231003165245,0.008032793179154396,0.005834233481436968,0.01804240420460701,0.0019822288304567337,0.04173958674073219,0.011123000644147396,0.013918719254434109,0.011673042550683022,0.021735116839408875,0.05426379293203354,0.0012889174977317452,0.0006706618587486446,0.00318576255813241,0.09717012941837311,0.00024683642550371587,0.005053591914474964,0.013554979115724564,0.026211503893136978,0.013740328140556812,0.02322947420179844,0.005390514619648457,0.006135111674666405,0.008534764871001244,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,0.0,1.0,1.0,0.0,mse,0.00031622776601683794,2000.0,0.0,0.0,270.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",1.0,20.0,5.0,1.0
0.027477096766233444,0.01930464245378971,0.01774333417415619,0.021258017048239708,0.023727839812636375,0.08615756779909134,0.03164522722363472,0.01442293543368578,0.03480895608663559,0.03602923825383186,0.017808737233281136,0.01730884052813053,0.020539529621601105,0.015354725532233715,0.016175106167793274,0.021780336275696754,0.03768586739897728,0.01877029798924923,0.01834876649081707,0.01308822724968195,0.06758367270231247,0.009154955856502056,0.009478922933340073,0.012044001370668411,0.010758895426988602,0.011444338597357273,0.01728789694607258,0.009955736808478832,0.01571337878704071,0.017317455261945724,0.0075272610411047935,0.007950814440846443,0.007714950479567051,0.00793994776904583,0.005026237107813358,0.002484540455043316,0.0065575577318668365,0.008719375357031822,0.0046396879479289055,0.005994725972414017,0.00643515819683671,0.008108251728117466,0.01578718237578869,0.004682688042521477,0.0390545055270195,0.02960057556629181,0.00045840709935873747,0.0008047654409892857,0.04633311182260513,0.041791271418333054,0.00470885680988431,0.003533585462719202,0.007171705365180969,0.038567785173654556,0.00454798573628068,0.004682204686105251,0.006263270974159241,0.015241425484418869,0.02225085161626339,0.018103815615177155,0.022084740921854973,0.003607154358178377,0.002254925202578306,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,1.0,1.0,1.0,0.0,mse,0.00031622776601683794,2000.0,0.0,0.0,230.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",1.0,20.0,5.0,1.0
0.0276265237480402,0.01686357706785202,0.02095956914126873,0.02354840375483036,0.021698908880352974,0.07275578379631042,0.036236513406038284,0.014461146667599678,0.0278116837143898,0.03965361788868904,0.017777390778064728,0.022701170295476913,0.02589566446840763,0.016452550888061523,0.014532744884490967,0.020334795117378235,0.03180219978094101,0.017182528972625732,0.024036113172769547,0.01318548433482647,0.07464060187339783,0.008719001896679401,0.007097288966178894,0.010524068027734756,0.008203216828405857,0.006975580472499132,0.018071865662932396,0.011687712743878365,0.010237181559205055,0.015438108704984188,0.00693303719162941,0.007989007979631424,0.010188968852162361,0.009692599065601826,0.0051253545098006725,0.006196777336299419,0.006545739248394966,0.007050088606774807,0.0027799783274531364,0.007093233987689018,0.0066257561556994915,0.009924478828907013,0.017402326688170433,0.0018586971564218402,0.032717689871788025,0.020199697464704514,0.004386839922517538,0.0037512839771807194,0.06747755408287048,0.05688287317752838,0.0028874913696199656,0.0017384759848937392,0.003335430286824703,0.06735531985759735,0.009357977658510208,0.004885927774012089,5.801690713269636e-05,0.014587726444005966,0.01901194639503956,0.01800723373889923,0.013333462178707123,0.006079838145524263,0.0001330627128481865,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,2.0,1.0,1.0,0.0,mse,0.00031622776601683794,2000.0,0.0,0.0,230.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",1.0,20.0,5.0,1.0
0.07935892045497894,0.06164208799600601,0.08460057526826859,0.05615302175283432,0.07769428938627243,0.25286364555358887,0.11138171702623367,0.024430355057120323,0.05478132516145706,0.12339696288108826,0.07539142668247223,0.07510434836149216,0.07460100203752518,0.014148861169815063,0.10410305857658386,0.059492144733667374,0.12757477164268494,0.043848346918821335,0.028322195634245872,0.03065897338092327,0.1069892942905426,0.028511786833405495,0.015408300794661045,0.012743487022817135,0.07519789040088654,0.05904427543282509,0.02382710762321949,0.01835532672703266,0.013809911906719208,0.024411257356405258,0.036885589361190796,0.015431104227900505,0.03437076136469841,0.006505109369754791,0.016979625448584557,0.10957428812980652,0.025409677997231483,0.032512109726667404,0.01964927837252617,0.00973585993051529,0.008115461096167564,0.012269324623048306,0.054843969643116,0.017131401225924492,0.0730644091963768,0.14068175852298737,0.003073839470744133,7.566473504994065e-05,0.28854960203170776,0.04372768849134445,0.0046234228648245335,0.04027203842997551,0.0022663765121251345,0.22084546089172363,0.02379462867975235,0.024845540523529053,0.06404095143079758,0.04660739004611969,0.05046769976615906,0.016269024461507797,0.012082121334969997,0.02199973724782467,0.002460639690980315,HyperNet,64.0,Cubic,10.0,1.0,0.0,1.0,32.0,0.0,1.0,1.0,0.0,mse,0.00031622776601683794,2000.0,0.0,0.0,415.0,20.0,10.0,0.0,0.0,0.0,"[{""type"": ""linear"", ""params"": [1, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 32]}, {""type"": ""relu""}, {""type"": ""linear"", ""params"": [32, 1]}]",0.0,20.0,5.0,1.0
