x,task,label
-0.19748099839278255,0,0.15285844430741685
0.03127669330250349,0,0.01644302867182236
-0.2529779716886327,0,0.005322220243628217
-0.18054758873851284,0,-0.08735661086204485
0.4665782686334521,0,0.3004092993706874
0.9709828552865951,0,0.6829985070507407
0.9379434093407035,0,0.7001122992106256
0.8098966910998537,0,0.7602268878271214
-0.7374213430534879,0,0.1539191592455541
0.5015297237727039,0,0.4923061265182785
0.3991501204495027,0,0.11651968959960772
0.9359311332084541,0,0.6271655161682913
0.9888015792953588,0,0.9269021796894321
-0.09635663466048072,0,0.03537295805420622
-0.8582604436315833,0,0.04187022897015438
-0.4144119371189623,0,0.21770786488332614
-0.6952905886245391,0,0.06019142247908586
-0.1650272504079764,0,0.04217615430505327
0.208235608041764,0,0.17002635152922008
0.7345788109249296,0,0.3402877981293868
-0.2343838816842918,0,0.10126847002041306
0.79077176857642,0,0.782841746275273
0.9355893435970037,0,0.876474175178709
0.09376980333884433,0,-0.030298952975922777
-0.4503528602648068,0,0.039601869920040125
0.1844608375236736,0,0.12707141019515322
0.7935223164488197,0,0.6748234099128168
-0.18653330832850346,0,-0.05180858124524845
0.47455715942833576,0,0.2601531523667225
0.1041565533839417,0,0.19277364418278103
0.8466106151174166,0,0.7049799261937463
0.3883157027382511,0,0.11754549862523685
0.3439142811916447,0,0.17777374986464123
0.39054001180937203,0,0.22438602430034765
0.15428048804068362,0,0.03450168751923891
-0.7685935333458127,0,0.32683325582109324
-0.5805001006887298,0,0.23408271342905979
-0.44186410354280325,0,0.08458411001309694
0.2444621176795898,0,0.16861885736123858
-0.31477803131681936,0,0.07994144436923116
-0.9513736005796845,0,0.2040830751893898
-0.18811535606343255,0,-0.03043976023992645
-0.8210109099341998,0,0.2508937496542279
0.8442229235343861,0,0.5651883980474781
0.0610744291255636,0,0.16708530459728752
-0.25464186035800895,0,0.07240957540158596
-0.9842317929831192,0,0.14987795034446189
0.4206736579484267,0,0.3147633298687869
-0.9662566532599206,0,0.09589469478926879
-0.7847645897008362,0,0.18447793859941372
0.13643518733969007,0,0.2674394711960245
-0.5068861203776878,0,-0.06719273185600802
0.8742340838810354,0,0.7029327722214633
-0.28200944332073585,0,0.12554080981689347
-0.7193679641531612,0,0.1694521456891404
-0.0329637451450826,0,-0.16732888151259007
-0.6459884368650082,0,0.20257100091119423
0.42091151900898316,0,0.28338795499251895
0.8390148138116413,0,0.6816341724775585
-0.9896940714619535,0,0.2519234996544709
0.8804193787095347,0,0.6352281189601592
0.2679953954893215,0,-0.1378599534080657
-0.40688746987194024,0,0.18691110073302702
-0.42017310081608916,0,0.1510781882235327
0.45509398266305934,0,0.2828931901315836
-0.18189180925387682,0,-0.08052334865920419
0.8299415406312372,0,0.6784037910737977
-0.28530624064409116,0,0.12159421343265728
-0.13384510179746312,0,0.12622839410301737
-0.10624607210760173,0,-0.05600055795395756
-0.3669148802150479,0,0.06936733308258881
-0.34746073470125527,0,-0.14695450601218296
0.0653371749427214,0,0.20417087043943355
-0.6289642049536475,0,0.11146535481707456
0.7979221844540634,0,0.5703408766575262
-0.016215536583310985,0,-0.02358286061027734
0.7471136545815429,0,0.5246575191541729
-0.4861667126266618,0,0.08533774279768602
-0.7043973318692192,0,0.30197294681896525
0.92639459052076,0,0.7695320395515332
-0.16378157650399827,0,-0.01466158469074788
0.5417455131372957,0,0.35563604476625243
0.43010519493033406,0,0.18418968438199043
-0.9013021064231206,0,0.25654649875891944
0.24333087290651556,0,0.2430053128922281
-0.2851506968105739,0,0.0311011978376855
0.5399343725001777,0,0.290109295414431
0.795085529298811,0,0.7348451815085688
-0.29612751900861856,0,0.22488249864845505
0.908667630785384,0,0.7497058207621304
0.15541884863368072,0,0.18507868406907424
0.5583588666036681,0,0.42854262363984985
0.5911807370864262,0,0.4738451000430243
-0.3109390784913755,0,0.10823455584356306
-0.455126209068075,0,0.13146052676127779
0.9840224868289482,0,0.8766692184154522
-0.5011599178870976,0,-0.002255424904612627
-0.7881876902355356,0,0.0856835190680198
0.9019052221107882,0,0.6936000214128126
-0.5331594890638074,0,0.2547176449530245
0.37953653015550093,0,0.24896443415342556
-0.8832872820388227,0,0.06619452632364234
0.46141819825495234,0,0.30816380799585785
0.7634404246676794,0,0.5374648046215446
-0.24188620784514292,0,0.13510591236027766
0.8851671993958607,0,0.9934154788613389
-0.25140763335816785,0,0.06439576767769056
0.8977220414410148,0,0.7583259210447147
0.49757651508026624,0,0.20106968541617462
-0.656293801904714,0,0.19767128110944393
-0.10141670262452385,0,0.17361641121752364
-0.391063185245361,0,-0.07206409318925805
0.6783782445173048,0,0.5067510870866818
0.7645673438382148,0,0.49173939553924173
-0.053714043068711526,0,-0.03671045110129306
0.6346782229232428,0,0.4549602980666037
-0.7855785091429079,0,0.2705144179548443
-0.6540972914576872,0,0.10186570974866557
0.7781199063794573,0,0.53704534667564
-0.4343262956478342,0,0.06335328490046793
-0.3207379116676017,0,0.11962508142229314
0.20042573626258786,0,0.06394551126930217
-0.5243855149219223,0,0.04420323552572516
0.41807092036658,0,0.3325305863590972
-0.9945935722129946,0,0.07063809435857316
0.20078447419527912,0,0.09460376733179061
-0.42320300533701216,0,-0.030544277943318793
0.5664688766276262,0,0.4326077608412927
-0.8693915856964396,0,0.23066494560861067
0.9788195545688629,0,0.7798262691490812
-0.45669446478770825,0,0.042165767934665845
-0.08911170109994604,0,0.1517400405268129
-0.19657292924080272,0,0.05195032226929913
-0.503173069834058,0,0.2016164946766043
0.8466121357783263,0,0.7803947887428524
0.08276158751427154,0,0.2886719933033186
0.844695963593266,0,0.6600406262393191
0.005441522290648093,0,0.13194711594748887
0.7435714695109858,0,0.35482733334798616
0.9611602655745648,0,0.6620196058439547
-0.7330770581301311,0,0.04573689570193225
0.23765233648275297,0,0.19412074309026195
0.773921562434835,0,0.49354915842063957
0.6597947372066864,0,0.2280625920988107
0.24658934604026128,0,0.23094845536356748
-0.5444809969242781,0,0.07739617657370343
-0.8182285359351811,0,0.26062201864689694
0.38791282186909504,0,0.20586525109368764
0.03990474914167641,0,0.01264842013734635
-0.11592872454014946,0,-0.2787132627755636
-0.8055141487351507,0,0.11361207959393621
0.5816803264548098,0,0.398754655946676
-0.3320702608063817,0,0.030436115054385655
-0.517162759846852,0,-0.021762244389115018
0.01961439324316827,0,0.1154304956935837
0.3250091430653519,0,0.1050907460765721
0.3317182351183754,0,0.21674741028035413
-0.8638518520505596,0,0.174408467196639
-0.9687878711063436,0,0.20434574792728602
-0.9338508170489888,0,0.31363188434522193
0.2289294129537487,0,0.0338762772552601
-0.5345117414418863,0,0.03463725418290435
-0.34659823646347987,0,-0.04195169929115747
-0.09167520618489644,0,-0.04673935442505814
0.7389770610932644,0,0.5294709016373003
0.890603066958159,0,0.7589194915273823
-0.8007701395574573,0,0.2471169801117325
-0.14240855500352434,0,0.03482819064264457
-0.6740911479067893,0,0.019942092375274
0.2775235147330586,0,0.15978687552910636
-0.019389306902525716,0,-0.05048948783014473
0.6299329587404947,0,0.5119220605677091
-0.30296126101487353,0,-0.09562119686964832
-0.534746014340469,0,0.10393302737178782
-0.9079853782254061,0,0.22589743863109885
0.8499338239063843,0,0.5297651346812391
0.6573138291114755,0,0.48151205404662634
-0.2789088790282155,0,0.16193326178807552
-0.17028626133287195,0,0.02594088338707176
0.41314941254595783,0,0.3705291315033084
-0.4258969601607405,0,0.09037824971145703
0.10937561732283796,0,0.042390589855435236
